kvknummer,naam,vestigingsnummer,isHoofdvestiging,adres,huisnr-toev,huisnr,huisnr_remainder,plaats,postcode,sbi_codes,adresseerbaarobject_id,geometrie_ll,weergavenaam,longitude,latitude,oppervlakte
41093743,Sint Jozefsheil,000046592156,False,Roessel,3,3,,Bakel,5761 RP,,1652010000002375,POINT(5.75173656 51.50474821),"Roessel 3, 5761RP Bakel",5.75173656,51.50474821,7866.0
41093743,Someren-eind,000032419996,False,Torenplein,15,15,,Someren,5712 CD,,0847010000015282,POINT(5.73232726 51.35647244),"Torenplein 15, 5712CD Someren",5.73232726,51.35647244,376.0
41093743,Stichting de Zorgboog,000027873420,True,Vuurijzer,23,23,,Deurne,5753 SV,,0762010000015568,POINT(5.76581105 51.45504233),"Vuurijzer 23, 5753SV Deurne",5.76581105,51.45504233,21225.0
41093743,Stichting de Zorgboog,000000009253,False,Julianalaan,2,2,,Helmond,5707 HR,,0794010000097950,POINT(5.65048652 51.48571265),"Julianalaan 2, 5707HR Helmond",5.65048652,51.48571265,3690.0
41093743,Stichting de Zorgboog,000028243358,False,Visser,4,4,,Deurne,5751 BL,,0762010000010576,POINT(5.79376437 51.46498537),"Visser 4, 5751BL Deurne",5.79376437,51.46498537,4223.0
41093743,Stichting de Zorgboog,000042330882,False,Julianastraat,2 T010,2,T010,Gemert,5421 DB,,1652010000012674,POINT(5.68555206 51.55438989),"Julianastraat 2-T010, 5421DB Gemert",5.68555206,51.55438989,22.0
41093743,Stichting de Zorgboog,000028243331,False,Kanaaldijk N.O.,70,70,,Helmond,5701 SB,,0794010000116026,POINT(5.65232137 51.48219597),"Kanaaldijk N.O. 70, 5701SB Helmond",5.65232137,51.48219597,7117.0
41093743,Stichting de Zorgboog,000000009261,False,Franciscushof,17 A,17,A,Lieshout,5737 BE,,,,,,,
41093743,Wellenshof (voorheen de Nieuwe Erven),000027875202,False,Wellenshof,2,2,,Liessel,5757 BA,,0762010000015103,POINT(5.81731935 51.41536012),"Wellenshof 2, 5757BA Liessel",5.81731935,51.41536012,287.0
41093743,Wijkzorgsteunpunt Tolpost,000027877507,False,Pastoor van Leeuwenstraat,2,2,,Helmond,5701 JV,,0794010000136461,POINT(5.66807141 51.48201819),"Pastoor van Leeuwenstraat 2, 5701JV Helmond",5.66807141,51.48201819,51.0
41093743,Zeilberg,000041133404,False,Jagerweg,2,2,,Deurne,5754 BA,,0762010000017054,POINT(5.81847329 51.45574283),"Jagerweg 2, 5754BA Deurne",5.81847329,51.45574283,404.0
41093743,Zonnetij,000027873919,False,Heindertweg,117,117,,Aarle-Rixtel,5735 CD,,1659010000009916,POINT(5.63830031 51.5120545),"Heindertweg 117, 5735CD Aarle-Rixtel",5.63830031,51.5120545,118.0
41093762,'t Warant,000060136855,False,Wesselmanlaan,25a,25,a,Helmond,5707 HA,,0794010000097940,POINT(5.64295953 51.48317473),"Wesselmanlaan 25A, 5707HA Helmond",5.64295953,51.48317473,4504
41093762,BH Kesselcamp,000060139471,False,Kesselcamp,25,25,,Asten,5721 LA,,0743010000003099,POINT(5.74078008 51.40413336),"Kesselcamp 25, 5721LA Asten",5.74078008,51.40413336,239
41093762,Centraal Bureau,000035454202,True,Baroniehof,165,165,,Helmond,5709 HL,,0794010000097581,POINT(5.70529386 51.47218508),"Baroniehof 165, 5709HL Helmond",5.70529386,51.47218508,1032
41093762,Dagbesteding Asten,000060137142,False,Lindestraat,28,28,,Asten,5721 XP,,0743010000003655,POINT(5.74540519 51.40747205),"Lindestraat 28, 5721XP Asten",5.74540519,51.40747205,834
41093762,Dagbesteding Boerderij / Paardenstal,000060137231,False,Heertgank,21,21,,Deurne,5751 NP,,0762010000011745,POINT(5.76379544 51.46407923),"Heertgank 21, 5751NP Deurne",5.76379544,51.46407923,480
41093762,Dagbesteding Boulevard Ruijchenberg,000060137223,False,Julianastraat,2,2,,Gemert,5421 DB,,1652010000005655,POINT(5.68539941 51.55413863),"Julianastraat 2, 5421DB Gemert",5.68539941,51.55413863,65
41093762,Dagbesteding de Dagvlinder,000060138467,False,De Loop,4,4,,Deurne,5751 NR,,0762010000015978,POINT(5.76668528 51.46360243),"De Loop 4, 5751NR Deurne",5.76668528,51.46360243,2058
41093762,Dagbesteding de Hommel,000060137169,False,Den Dreef,17,17,,Deurne,5751 NS,,0762010000015977,POINT(5.76497522 51.4641393),"Den Dreef 17, 5751NS Deurne",5.76497522,51.4641393,1299
41093762,Dagbesteding de Koppel,000060138424,False,Koppelstraat,91,91,,Beek en Donk,5741 GB,,1659010000003905,POINT(5.6299772 51.53914837),"Koppelstraat 91, 5741GB Beek en Donk",5.6299772,51.53914837,2027
41093762,Dagbesteding de Libelle,000060136901,False,Den Dreef,9,9,,Deurne,5751 NS,,0762010000015974,POINT(5.76559029 51.46320943),"Den Dreef 9, 5751NS Deurne",5.76559029,51.46320943,245
41093762,Dagbesteding de Loods,000060138432,False,Industrieweg,34,34,,Gemert,5422 VK,,1652010000005040,POINT(5.7116343 51.56658721),"Industrieweg 34, 5422VK Gemert",5.7116343,51.56658721,1447
41093762,Dagbesteding de Rakthof,000060137207,False,Rakthof,13,13,,Helmond,5709 EK,,0794010000098302,POINT(5.70800974 51.47196044),"Rakthof 13, 5709EK Helmond",5.70800974,51.47196044,672
41093762,Dagbesteding Heertgank 7,000060138440,False,Heertgank,7,7,,Deurne,5751 NP,,0762010000015953,POINT(5.76555404 51.46518034),"Heertgank 7, 5751NP Deurne",5.76555404,51.46518034,340
41093762,Dagbesteding het Erf 12,000060137150,False,Het Erf,12,12,,Deurne,5751 NT,,0762010000015952,POINT(5.76464937 51.46465578),"Het Erf 12, 5751NT Deurne",5.76464937,51.46465578,340
41093762,Dagbesteding het Erf 4,000060138459,False,Het Erf,4,4,,Deurne,5751 NT,,0762010000015954,POINT(5.76628405 51.46463557),"Het Erf 4, 5751NT Deurne",5.76628405,51.46463557,446
41093762,Dagbesteding Klokhuis,000060137215,False,Dubloen,10,10,,Deurne,5751 PX,,0762010000012553,POINT(5.77866449 51.46451567),"Dubloen 10, 5751PX Deurne",5.77866449,51.46451567,943
41093762,Dagbesteding Laan ten Roode,000060137185,False,Laan ten Roode,7,7,,Someren,5711 GA,,0847010000003649,POINT(5.71447232 51.38500123),"Laan ten Roode 7, 5711GA Someren",5.71447232,51.38500123,331
41093762,Dagbesteding Lage Hees,000060137193,False,Kloostertuin,49,49,,Beek en Donk,5741 BW,,1659010000004750,POINT(5.62524429 51.53817835),"Kloostertuin 49, 5741BW Beek en Donk",5.62524429,51.53817835,125
41093762,Dagbesteding van Speijk,000060137134,False,van Speijklaan,71,71,,Helmond,5703 XE,,0794010000127219,POINT(5.68497628 51.47737254),"van Speijklaan 71, 5703XE Helmond",5.68497628,51.47737254,1024
41093762,De Bleek,000060138505,False,Bosscheweg,6,6,,Beek en Donk,5741 SX,,1659010000000758,POINT(5.63205474 51.53950358),"Bosscheweg 6a-1, 5741SX Beek en Donk",5.63205474,51.53950358,76
41093762,De Haag,000060140003,False,De Haag,42,42,,Gemert,5421 NP,,1652010000006999,POINT(5.67812649 51.55799056),"De Haag 42, 5421NP Gemert",5.67812649,51.55799056,289
41093762,De Loop 10,000060139366,False,De Loop,10,10,,Deurne,5751 NR,,0762010000015959,POINT(5.76387776 51.4629947),"De Loop 10, 5751NR Deurne",5.76387776,51.4629947,498
41093762,De Loop 12,000060139390,False,De Loop,12,12,,Deurne,5751 NR,,0762010000015958,POINT(5.76340097 51.46298078),"De Loop 12, 5751NR Deurne",5.76340097,51.46298078,498
41093762,De Loop 14,000060139358,False,De Loop,14,14,,Deurne,5751 NR,,0762010000015957,POINT(5.76290167 51.46293396),"De Loop 14, 5751NR Deurne",5.76290167,51.46293396,498
41093762,De Loop 6,000060139978,False,De Loop,6,6,,Deurne,5751 NR,,0762010000015961,POINT(5.76486237 51.46315962),"De Loop 6, 5751NR Deurne",5.76486237,51.46315962,498
41093762,De Loop 8,000060139293,False,De Loop,8,8,,Deurne,5751 NR,,0762010000015960,POINT(5.76440379 51.46307127),"De Loop 8, 5751NR Deurne",5.76440379,51.46307127,498
41093762,De Waag,000060136871,False,Den Dreef,13,13,,Deurne,5751 NS,,0762010000015976,POINT(5.76541653 51.46371773),"Den Dreef 13, 5751NS Deurne",5.76541653,51.46371773,943
41093762,Den Dreef 6A,000060139927,False,Den Dreef,6a,6,a,Deurne,5751 NS,,0762010000015968,POINT(5.76615837 51.46226922),"Den Dreef 6a, 5751NS Deurne",5.76615837,51.46226922,320
41093762,Den Dreef 6B,000060139919,False,Den Dreef,6b,6,b,Deurne,5751 NS,,0762010000015969,POINT(5.76610772 51.46242347),"Den Dreef 6b, 5751NS Deurne",5.76610772,51.46242347,341
41093762,Den Dreef 8A,000060139943,False,Den Dreef,8a,8,a,Deurne,5751 NS,,0762010000015972,POINT(5.76612913 51.46265452),"Den Dreef 8a, 5751NS Deurne",5.76612913,51.46265452,341
41093762,Den Dreef 8B,000060139900,False,Den Dreef,8b,8,b,Deurne,5751 NS,,0762010000015973,POINT(5.76619794 51.46279237),"Den Dreef 8b, 5751NS Deurne",5.76619794,51.46279237,320
41093762,Den Dries,000060139420,False,Hamsterstraat,26,26,,Helmond,5701 TJ,,0794010000092826,POINT(5.66990691 51.48191153),"Hamsterstraat 26, 5701TJ Helmond",5.66990691,51.48191153,55
41093762,Dienstencentrum,000060136898,False,Baroniehof,187,187,,Helmond,5709 HL,,0794010000106607,POINT(5.70430869 51.47265149),"Baroniehof 187, 5709HL Helmond",5.70430869,51.47265149,795
41093762,Facilitair centrum,000060136847,False,Florijn,15,15,,Deurne,5751 PC,,0762010000012169,POINT(5.76870733 51.46464754),"Florijn 15, 5751PC Deurne",5.76870733,51.46464754,664
41093762,Heertgank 15,000060139889,False,Heertgank,15a,15,a,Deurne,5751 NP,,0762010000015945,POINT(5.76490376 51.46518367),"Heertgank 15a, 5751NP Deurne",5.76490376,51.46518367,328
41093762,Heertgank 17,000060139897,False,Heertgank,17a,17,a,Deurne,5751 NP,,0762010000015943,POINT(5.76398813 51.46523841),"Heertgank 17a, 5751NP Deurne",5.76398813,51.46523841,328
41093762,Heertgank 23,000060139374,False,Heertgank,23,23,,Deurne,5751 NP,,0762010000015955,POINT(5.76323867 51.46363617),"Heertgank 23, 5751NP Deurne",5.76323867,51.46363617,498
41093762,Heertgank 25,000060139382,False,Heertgank,25,25,,Deurne,5751 NP,,0762010000015956,POINT(5.76314423 51.46336267),"Heertgank 25, 5751NP Deurne",5.76314423,51.46336267,498
41093762,Heertgank 3,000060138947,False,Heertgank,3a,3,a,Deurne,5751 NP,,0762010000015951,POINT(5.76649465 51.46511731),"Heertgank 3a, 5751NP Deurne",5.76649465,51.46511731,328
41093762,Het Erf 14,000060138483,False,Het Erf,14a,14,a,Deurne,5751 NT,,0762010000015947,POINT(5.76392679 51.46477207),"Het Erf 14a, 5751NT Deurne",5.76392679,51.46477207,328
41093762,Het Erf 8,000060881984,False,Het Erf,8a,8,a,Deurne,5751 NT,,0762010000015949,POINT(5.7657491 51.46467103),"Het Erf 8a, 5751NT Deurne",5.7657491,51.46467103,328
41093762,Het Gebint 10,000060139323,False,Het Gebint,10,10,,Deurne,5751 NV,,0762010000017555,POINT(5.76404458 51.46217745),"Het Gebint 10, 5751NV Deurne",5.76404458,51.46217745,455
41093762,Het Gebint 12,000060139315,False,Het Gebint,12,12,,Deurne,5751 NV,,0762010000017556,POINT(5.76438126 51.46198089),"Het Gebint 12, 5751NV Deurne",5.76438126,51.46198089,453
41093762,Het Gebint 14,000060139307,False,Het Gebint,14,14,,Deurne,5751 NV,,0762010000017552,POINT(5.76490448 51.46184183),"Het Gebint 14, 5751NV Deurne",5.76490448,51.46184183,575
41093762,Het Gebint 16,000060139285,False,Het Gebint,16,16,,Deurne,5751 NV,,0762010000017553,POINT(5.76525788 51.46162408),"Het Gebint 16, 5751NV Deurne",5.76525788,51.46162408,537
41093762,Het Gebint 18,000060138939,False,Het Gebint,18,18,,Deurne,5751 NV,,0762010000017554,POINT(5.76564868 51.46183413),"Het Gebint 18, 5751NV Deurne",5.76564868,51.46183413,578
41093762,Het Gebint 6,000060138912,False,Het Gebint,6,6,,Deurne,5751 NV,,0762010000017557,POINT(5.76307369 51.46238663),"Het Gebint 6, 5751NV Deurne",5.76307369,51.46238663,455
41093762,Het Gebint 8,000060139331,False,Het Gebint,8,8,,Deurne,5751 NV,,0762010000017558,POINT(5.76351273 51.4622954),"Het Gebint 8, 5751NV Deurne",5.76351273,51.4622954,454
41093762,Het Liender,000060138475,False,Ceresstraat,2a,2,a,Asten,5721 ZK,,0743010000014804,POINT(5.75404486 51.4075016),"Ceresstraat 2a, 5721ZK Asten",5.75404486,51.4075016,1571
41093762,Hoge Hees,000060139455,False,Schoolstraat,25,25,,Beek en Donk,5741 CT,,1659010000010388,POINT(5.62562686 51.53828815),"Schoolstraat 25a-1, 5741CT Beek en Donk",5.62562686,51.53828815,95
41093762,Keizersbosch 28,000060138823,False,Keizersbosch,28,28,,Gemert,5421 EN,,1652010000006253,POINT(5.68843296 51.55038641),"Keizersbosch 28, 5421EN Gemert",5.68843296,51.55038641,201
41093762,Keltenstraat,000060140046,False,Keltenstraat,44,44,,Deurne,5753 GN,,0762010000016661,POINT(5.78189081 51.44966385),"Keltenstraat 44, 5753GN Deurne",5.78189081,51.44966385,312
41093762,Kerksedriessen,000060138874,False,Kerksedriessen,6a,6,a,Bakel,5761 CG,,1652010000001443,POINT(5.73931355 51.5050946),"Kerksedriessen 6a, 5761CG Bakel",5.73931355,51.5050946,159
41093762,Kinderdagcentrum Baroniehof,000060882018,False,Baroniehof,189,189,,Helmond,5709 HL,,0794010000106609,POINT(5.70344986 51.47271049),"Baroniehof 189, 5709HL Helmond",5.70344986,51.47271049,913
41093762,Kinderdagcentrum Berkveld/BSO Helmond,000060136820,False,Berkveld,19,19,,Helmond,5709 AE,,0794010000130599,POINT(5.70814869 51.47006793),"Berkveld 19, 5709AE Helmond",5.70814869,51.47006793,6581
41093762,Kinderdagcentrum Binderen,000060881992,False,Helmondselaan,68,68,,Helmond,5702 NN,,0794010000112244,POINT(5.65909099 51.48884844),"Helmondselaan 68, 5702NN Helmond",5.65909099,51.48884844,1501
41093762,Kinderdagcentrum Raafstraat,000060882026,False,Raafstraat,10,10,,Helmond,5702 PW,,0794010000122189,POINT(5.66255261 51.49100421),"Raafstraat 10, 5702PW Helmond",5.66255261,51.49100421,393
41093762,Kraanmeer,000060139951,False,Kluisstraat,2,2,,Boekel,5427 EM,,0755010000000596,POINT(5.71191957 51.58968477),"Kluisstraat 2, 5427EM Boekel",5.71191957,51.58968477,5723
41093762,Kromme Haagdijk Wonen,000060139994,False,Kromme Haagdijk,74,74,,Helmond,5706 LN,,0794010000140157,POINT(5.63181956 51.45955513),"Kromme Haagdijk 74, 5706LN Helmond",5.63181956,51.45955513,1031
41093762,Kruiseind,000060136863,False,Kruiseind,16d,16,d,Gemert,5421 ND,,1652010000004658,POINT(5.68063882 51.55975956),"Kruiseind 16d, 5421ND Gemert",5.68063882,51.55975956,77
41093762,Laarhuys,000060140038,False,Moreeshof,1,1,,Lieshout,5737 BL,,1659010000010827,POINT(5.59551549 51.51698135),"Moreeshof 1, 5737BL Lieshout",5.59551549,51.51698135,59
41093762,Leemrand,000060138882,False,Leemrand,34,34,,Gemert,5421 GV,,1652010000005230,POINT(5.70232797 51.55148959),"Leemrand 34, 5421GV Gemert",5.70232797,51.55148959,131
41093762,Logeerhuis Rijtven,000060136804,False,Den Dreef,11,11,,Deurne,5751 NS,,0762010000015975,POINT(5.76521191 51.46337002),"Den Dreef 11, 5751NS Deurne",5.76521191,51.46337002,681
41093762,Logeerhuis Vennen,000060136812,False,Jules de Cortestraat,11,11,,Deurne,5751 PR,,0762010000011589,POINT(5.77819234 51.46315995),"Jules de Cortestraat 11, 5751PR Deurne",5.77819234,51.46315995,262
41093762,Manege Rijtven,000060137177,False,Heertgank,14,14,,Deurne,5751 NP,,0762010000016167,POINT(5.76209279 51.46366961),"Heertgank 14, 5751NP Deurne",5.76209279,51.46366961,310
41093762,Meriadoc,000060138491,False,Meriadoc,21,21,,Geldrop,5661 AT,,1771010000014016,POINT(5.54033179 51.41061441),"Meriadoc 21, 5661AT Geldrop",5.54033179,51.41061441,53
41093762,Op Kamers,000060138866,False,Jules de Cortestraat,16,16,,Deurne,5751 PR,,0762010000011591,POINT(5.77900141 51.46353477),"Jules de Cortestraat 16, 5751PR Deurne",5.77900141,51.46353477,262
41093762,Paulushof,000060139447,False,Kerkweijerstraat,12,12,,Someren,5711 VK,,0847010000016297,POINT(5.71107198 51.38979796),"Kerkweijerstraat 12, 5711VK Someren",5.71107198,51.38979796,694
41093762,Pontenage,000060138831,False,Berglarenstraat,46,46,,Gemert,5421 HM,,1652010000015452,POINT(5.69101129 51.55281191),"Berglarenstraat 46, 5421HM Gemert",5.69101129,51.55281191,1920
41093762,Postelpark,000060138920,False,Postelpark,10,10,,Someren,5711 JE,,0847010000005196,POINT(5.71209397 51.38185283),"Postelpark 10, 5711JE Someren",5.71209397,51.38185283,399
41093762,Rietven,000060138890,False,Rietven,108,108,,Deurne,5751 NJ,,0762010000016349,POINT(5.76811119 51.46242301),"Rietven 108, 5751NJ Deurne",5.76811119,51.46242301,340
41093762,Smalle Haven,000060139463,False,Beerse,68,68,,Deurne,5751 ZJ,,0762010000000398,POINT(5.80390858 51.45570277),"Beerse 68, 5751ZJ Deurne",5.80390858,51.45570277,788
41093762,Steengoed,000060138513,False,Steengoed,2,2,,Bakel,5761 GV,,1652010000013571,POINT(5.73927299 51.49562663),"Steengoed 2, 5761GV Bakel",5.73927299,51.49562663,682
41093762,Steilrand,000060138904,False,Steilrand,4,4,,Gemert,5421 GB,,1652010000010690,POINT(5.69830362 51.54986721),"Steilrand 4, 5421GB Gemert",5.69830362,51.54986721,174
41093762,Tjerk Hiddesstraat,000060139439,False,Tjerk Hiddesstraat,70,70,,Helmond,5703 XJ,,0794010000094045,POINT(5.68424696 51.47727442),"Tjerk Hiddesstraat 70, 5703XJ Helmond",5.68424696,51.47727442,1109
41093762,Vaartsestraat,000060139986,False,Vaartsestraat,2,2,,Helmond,5708 XE,,0794010000138945,POINT(5.60745058 51.4596531),"Vaartsestraat 2, 5708XE Helmond",5.60745058,51.4596531,285
41093762,Vennen 1,000060139935,False,Leon van Kelpenaarstraat,22,22,,Deurne,5751 PP,,0762010000011490,POINT(5.77438098 51.46339739),"Leon van Kelpenaarstraat 22, 5751PP Deurne",5.77438098,51.46339739,262
41093762,Vennen 2,000060139404,False,Rijtvenseweg,5,5,,Deurne,5751 PD,,0762010000011486,POINT(5.77392947 51.46276068),"Rijtvenseweg 5, 5751PD Deurne",5.77392947,51.46276068,262
41093762,Vennen 3,000060139412,False,Leon van Kelpenaarstraat,1,1,,Deurne,5751 PP,,0762010000011488,POINT(5.77597441 51.46294265),"Leon van Kelpenaarstraat 1, 5751PP Deurne",5.77597441,51.46294265,262
41093762,Voort 1-3,000060138858,False,Voort,1,1,,Gemert,5422 BL,,1652010000011187,POINT(5.70205711 51.55732141),"Voort 1, 5422BL Gemert",5.70205711,51.55732141,162
41093762,Wilhelminastraat,000060140011,False,Wilhelminastraat,42,42,,Asten,5721 KK,,0743010000014644,POINT(5.74015186 51.40064278),"Wilhelminastraat 42, 5721KK Asten",5.74015186,51.40064278,572
41093762,Willem de Haasstraat 42,000060136839,False,Willem de Haasstraat,42,42,,Gemert,5421 TP,,1652010000010912,POINT(5.68461173 51.55952998),"Willem de Haasstraat 42, 5421TP Gemert",5.68461173,51.55952998,184
41093769,AC Den Bosch,000023117001,False,Eerste Rompert,5,5,,'s-Hertogenbosch,5233 EA,,0796010000369744,POINT(5.31801795 51.71415194),"Eerste Rompert 5, 5233EA 's-Hertogenbosch",5.31801795,51.71415194,1401
41093769,Activiteitencentrum De Viersprong,000026700778,False,Singel,1,1,,Someren,5712 HL,,0847010000005624,POINT(5.70807404 51.38011116),"Singel 1, 5712HL Someren",5.70807404,51.38011116,770
41093769,Activiteitencentrum Eindhoven,000023117230,False,Palladiostraat,27,27,,Eindhoven,5624 AB,,0772010000812013,POINT(5.45842277 51.46424266),"Palladiostraat 27, 5624AB Eindhoven",5.45842277,51.46424266,1488
41093769,Activiteitencentrum Helmond,000023113871,False,van Speijklaan,73,73,,Helmond,5703 XE,,0794010000094046,POINT(5.68493833 51.4772094),"van Speijklaan 73, 5703XE Helmond",5.68493833,51.4772094,468
41093769,Activiteitencentrum Sambeek,000023115092,False,Winston Churchillstraat,7,7,,Sambeek,5836 BG,,0756010000012387,POINT(5.96699621 51.63513916),"Winston Churchillstraat 7, 5836BG Sambeek",5.96699621,51.63513916,45
41093769,Buitenschoolse opvang,000023115084,False,Kooikersweg,303,303,,'s-Hertogenbosch,5223 KE,,0796010000433591,POINT(5.27242256 51.6951007),"Kooikersweg 303, 5223KE 's-Hertogenbosch",5.27242256,51.6951007,6191
41093769,Buitenschoolse opvang Mytylschool Eindhoven,000029667550,False,Toledolaan,4,4,,Eindhoven,5629 CC,,0772010000705028,POINT(5.45411003 51.48888286),"Toledolaan 4, 5629CC Eindhoven",5.45411003,51.48888286,6020
41093769,Kado & Zo,000023114576,False,Nieuwstraat,50,50,,Son en Breugel,5691 AD,,0848010000006623,POINT(5.49230809 51.50958466),"Nieuwstraat 50, 5691AD Son en Breugel",5.49230809,51.50958466,356
41093769,Kook Kunst Tinks,000023117516,False,Verlengde Noordkade,14,14,,Veghel,5462 EH,,0860010010904773,POINT(5.52877337 51.61596385),"Verlengde Noordkade 14, 5462EH Veghel",5.52877337,51.61596385,3721
41093769,Locatie Vicaris Aertsweg,000038608464,False,Vicaris Aertsweg,10b,10,b,Schijndel,5482 JB,,0844010000112439,POINT(5.43556242 51.62063227),"Vicaris Aertsweg 10B, 5482JB Schijndel",5.43556242,51.62063227,72
41093769,Lunchroom De Keyser,000023117990,False,Torenstraat,17,17,,Helmond,5701 SH,,0794010000091429,POINT(5.65410224 51.48278145),"Torenstraat 17, 5701SH Helmond",5.65410224,51.48278145,229
41093769,Stichting SWZ,000023112514,True,Nieuwstraat,70,70,,Son en Breugel,5691 AG,,0848010000020433,POINT(5.48829672 51.50885593),"Nieuwstraat 70, 5691AG Son en Breugel",5.48829672,51.50885593,979
41093769,SWZ/Okido,000029644739,False,Nieuwstraat,72,72,,Son en Breugel,5691 AE,,0848010000006626,POINT(5.49166816 51.50725381),"Nieuwstraat 72, 5691AE Son en Breugel",5.49166816,51.50725381,5140
41093769,Woonvorm 13 Loten Den Bosch,000023114541,False,Dertien Loten,13,13,,'s-Hertogenbosch,5223 ZW,,0796010000324215,POINT(5.28279825 51.69013218),"Dertien Loten 13, 5223ZW 's-Hertogenbosch",5.28279825,51.69013218,25
41093769,Woonvorm Boxmeer,000023114568,False,Marktstraat,49a,49,a,Boxmeer,5831 HN,,0756010000007344,POINT(5.95514349 51.64717928),"Marktstraat 49a, 5831HN Boxmeer",5.95514349,51.64717928,68
41093769,Woonvorm Copernicuslaan 82,000023114592,False,Copernicuslaan,82b,82,b,'s-Hertogenbosch,5223 EK,,0796010000317517,POINT(5.28979923 51.69604634),"Copernicuslaan 82B, 5223EK 's-Hertogenbosch",5.28979923,51.69604634,47
41093769,Woonvorm De Eekelhof,000023114517,False,Eekelhof,93,93,,Schijndel,5482 WH,,0844010000102545,POINT(5.437299 51.62385425),"Eekelhof 93, 5482WH Schijndel",5.437299,51.62385425,970
41093769,Woonvorm De Munsel,000023117036,False,De Voetboog,1,1,,Boxtel,5283 WL,,0757010001452977,POINT(5.32941289 51.59792945),"De Voetboog 1, 5283WL Boxtel",5.32941289,51.59792945,1620
41093769,Woonvorm De Rietbeemd,000023113839,False,Rietbeemdweg,18,18,,Schijndel,5482 JA,,0844010000108259,POINT(5.43755163 51.62086597),"Rietbeemdweg 18, 5482JA Schijndel",5.43755163,51.62086597,65
41093769,Woonvorm Eindhoven,000023115076,False,Tonnaerstraat,92,92,,Eindhoven,5622 KZ,,0772010000810376,POINT(5.47008466 51.45914256),"Tonnaerstraat 92, 5622KZ Eindhoven",5.47008466,51.45914256,134
41093769,Woonvorm Helmond,000023117222,False,Torenstraat,17a,17,a,Helmond,5701 SH,,0794010000091428,POINT(5.65425955 51.48259255),"Torenstraat 17A, 5701SH Helmond",5.65425955,51.48259255,541
41093769,Woonvorm Palladiostraat,000023116862,False,Palladiostraat,1,1,,EINDHOVEN,5624 AB,,0772010000812005,POINT(5.45840461 51.46431095),"Palladiostraat 11, 5624AB Eindhoven",5.45840461,51.46431095,62
41093769,Woonvorm Silverenberg,000023114525,False,Cornelis van Bijnkershoekstraat,12,12,,Eindhoven,5652 GV,,0772010000712581,POINT(5.44211333 51.44204072),"Cornelis van Bijnkershoekstraat 12, 5652GV Eindhoven",5.44211333,51.44204072,66
41093769,Woonvorm Someren,000023118016,False,Sonnehoek,5,5,,Someren,5711 GX,,0847010000005805,POINT(5.71386391 51.38228833),"Sonnehoek 5, 5711GX Someren",5.71386391,51.38228833,66
41093769,Woonvorm Son Heriklaan,000023113855,False,Heriklaan,2,2,,Son en Breugel,5691 WN,,0848010000006579,POINT(5.4955537 51.51588124),"Heriklaan 2, 5691WN Son en Breugel",5.4955537,51.51588124,372
41093769,Woonvorm Stevinweg,000023114533,False,Simon Stevinweg,40,40,,'s-Hertogenbosch,5223 XA,,0796010000324161,POINT(5.28385204 51.69054496),"Simon Stevinweg 40, 5223XA 's-Hertogenbosch",5.28385204,51.69054496,54
41093769,Woonvorm Uden,000023113812,False,Prior van Milstraat,12a,12,a,Uden,5402 GH,,0856010000371228,POINT(5.6197127 51.65740471),"Prior van Milstraat 12A, 5402GH Uden",5.6197127,51.65740471,129
41093769,Woonvorm Veghel,000023113790,False,Prof. Zijlstrastraat,8,8,,Veghel,5463 BC,,0860010000000878,POINT(5.54672555 51.6105362),"Prof. Zijlstrastraat 8, 5463BC Veghel",5.54672555,51.6105362,430
41093769,Woonvorm Veghel Mondriaan,000023113804,False,De Mondriaan,1,1,,Veghel,5461 GC,,0860010000009373,POINT(5.55152125 51.61776832),"De Mondriaan 1, 5461GC Veghel",5.55152125,51.61776832,164
41094118,Oktober 't Hofhuys,000031814638,False,Eerselsedijk,2,2,,Bergeijk,5571 CM,,1724010000010362,POINT(5.36072598 51.32353594),"Eerselsedijk 2, 5571CM Bergeijk",5.36072598,51.32353594,1665.0
41094118,Oktober 't Laar,000031814557,False,Malvalaan,2,2,,Waalre,5582 BD,,,,,,,
41094118,Oktober de Hoevenakkers,000031814565,False,De Hoevenakkers,1a,1,a,Waalre,5581 AV,,0866010000008653,POINT(5.44361453 51.38932535),"De Hoevenakkers 1a-1, 5581AV Waalre",5.44361453,51.38932535,23.0
41094118,Oktober Floriaan,000031818927,False,Specht,9,9,,Bladel,5531 LH,,1728010000088860,POINT(5.21472357 51.36279893),"Specht 9, 5531LH Bladel",5.21472357,51.36279893,9544.0
41094118,Oktober Kempenland,000031814573,False,Rondweg,25,25,,Bladel,5531 AJ,,1728010000089997,POINT(5.21637909 51.36237327),"Rondweg 25, 5531AJ Bladel",5.21637909,51.36237327,1004.0
41094118,Oktober Kerkebogten,000031814581,False,Gebint,70,70,,Eersel,5521 WG,,0770010000009648,POINT(5.32449096 51.35576928),"Gebint 70, 5521WG Eersel",5.32449096,51.35576928,774.0
41094118,Oktober Leuskenhei,000039017605,False,Leuskenhei,51,51,,Veldhoven,5508 CR,,0861010000425930,POINT(5.39121348 51.42937237),"Leuskenhei 51, 5508CR Veldhoven",5.39121348,51.42937237,356.0
